#       Ef[,Ry] T [K],         N,     DOS(Ef),       S,     s/t,       R_H,  kappa0, c,   chi
0.02342,900,-0.02504699,2.6966905,8.79001E-05,2.84815E+18,2.43545E-05,3.1011E+14,0.62819259,4.02593E-11
0.02342,1200,-0.03346556,4.0141015,6.41654E-05,5.59691E+18,8.59496E-06,8.03305E+14,1.2923955,5.99271E-11
0.02392,300,-0.01684305,0.30430057,-0.000188848,1.07419E+17,0.000410668,6.96977E+12,0.050103767,4.54295E-12
0.02392,600,-0.01979408,1.584573,2.22197E-05,1.04011E+18,7.82235E-05,8.21833E+13,0.26931025,2.36563E-11
0.02392,900,-0.02574542,2.8925727,7.12784E-05,2.85387E+18,2.33027E-05,3.09042E+14,0.6463501,4.31836E-11
0.02392,1200,-0.03449457,4.21935,5.0542E-05,5.59052E+18,8.20719E-06,8.04414E+14,1.3181495,6.29913E-11
0.02442,300,-0.0169296,0.39159332,-0.000236253,1.22738E+17,0.000234427,7.40679E+12,0.057721187,5.84615E-12
0.02442,600,-0.02021329,1.7720715,-4.83544E-06,1.07302E+18,6.85915E-05,8.22026E+13,0.28213854,2.64555E-11
0.02442,900,-0.02649418,3.099301,5.42747E-05,2.87489E+18,2.20386E-05,3.08398E+14,0.66453286,4.62699E-11
0.02442,1200,-0.03557592,4.4327571,3.65352E-05,5.60038E+18,7.76938E-06,8.06184E+14,1.3443154,6.61773E-11
0.02492,300,-0.01704081,0.50241044,-0.000264814,1.45902E+17,0.000125121,8.00234E+12,0.065979256,7.50056E-12
0.02492,600,-0.0206816,1.977443,-2.99435E-05,1.11999E+18,5.866E-05,8.24738E+13,0.29480481,2.95215E-11
0.02492,900,-0.02729599,3.316999,3.70587E-05,2.91109E+18,2.059E-05,3.08179E+14,0.6827268,4.952E-11
0.02492,1200,-0.03671163,4.6543611,2.22279E-05,5.62642E+18,7.2868E-06,8.08626E+14,1.3708946,6.94856E-11
0.02542,300,-0.01718321,0.64214157,-0.00027753,1.78154E+17,6.36482E-05,8.75261E+12,0.074768529,9.58662E-12
0.02542,600,-0.02120357,2.2014041,-5.24831E-05,1.18119E+18,4.89999E-05,8.29862E+13,0.30723732,3.28651E-11
0.02542,900,-0.0281536,3.5457351,1.97947E-05,2.96236E+18,1.89909E-05,3.08388E+14,0.70092446,5.29348E-11
0.02542,1200,-0.03790378,4.8841816,7.70756E-06,5.66855E+18,6.76582E-06,8.11753E+14,1.3978921,7.29166E-11
0.02592,300,-0.01736479,0.81685651,-0.000278483,2.21118E+17,3.13193E-05,9.65076E+12,0.083924789,1.2195E-11
0.02592,600,-0.0217839,2.4444903,-7.20544E-05,1.2568E+18,4.00547E-05,8.37281E+13,0.31937435,3.64941E-11
0.02592,900,-0.02906978,3.7855193,2.63625E-06,3.0286E+18,1.728E-05,3.09024E+14,0.71912565,5.65146E-11
0.02592,1200,-0.03915441,5.1222198,-6.93514E-06,5.7267E+18,6.21378E-06,8.15575E+14,1.4253165,7.64704E-11
0.02642,300,-0.0175951,1.0330736,-0.00027146,2.76793E+17,1.50385E-05,1.06862E+13,0.093229394,1.54229E-11
0.02642,600,-0.02242743,2.7070169,-8.84811E-05,1.34706E+18,3.21086E-05,8.46873E+13,0.33116835,4.04134E-11
0.02642,900,-0.03004727,4.0363,-1.42761E-05,3.10971E+18,1.54981E-05,3.1009E+14,0.73733794,6.02585E-11
0.02642,1200,-0.04046557,5.3684582,-2.16078E-05,5.80081E+18,5.63865E-06,8.20103E+14,1.4531803,8.01465E-11
0.02692,300,-0.01788534,1.2973344,-0.000259399,3.4751E+17,7.05601E-06,1.1844E+13,0.10241927,1.93681E-11
0.02692,600,-0.02313903,2.9890435,-0.000101783,1.45216E+18,2.52908E-05,8.58518E+13,0.34258995,4.46239E-11
0.02692,900,-0.03108883,4.2979636,-3.08174E-05,3.20558E+18,1.36859E-05,3.11588E+14,0.75557702,6.41649E-11
0.02692,1200,-0.04183932,5.6228611,-3.62176E-05,5.89081E+18,5.04884E-06,8.25351E+14,1.4814996,8.39445E-11
0.02742,300,-0.01824827,1.6155559,-0.000244363,4.35852E+17,3.2066E-06,1.31053E+13,0.11120958,2.41189E-11
0.02742,600,-0.02392356,3.2903449,-0.000112136,1.57231E+18,1.96055E-05,8.72099E+13,0.35363148,4.9122E-11
0.02742,900,-0.03219715,4.5703337,-4.68788E-05,3.31613E+18,1.18822E-05,3.1352E+14,0.7738668,6.82312E-11
0.02742,1200,-0.04327768,5.8853751,-5.06729E-05,5.99666E+18,4.45288E-06,8.31328E+14,1.5102939,8.78636E-11
0.02792,300,-0.01869799,1.9921753,-0.000227729,5.4452E+17,1.37224E-06,1.44478E+13,0.11932996,2.97415E-11
0.02792,600,-0.02478577,3.610392,-0.000119818,1.70767E+18,1.49713E-05,8.8751E+13,0.36430961,5.39001E-11
0.02792,900,-0.03337487,4.8531728,-6.23681E-05,3.44125E+18,1.01215E-05,3.1589E+14,0.79223934,7.24537E-11
0.02792,1200,-0.04478268,6.1559298,-6.48843E-05,6.1183E+18,3.85913E-06,8.38048E+14,1.5395864,9.19028E-11
0.02842,300,-0.0192494,2.4291798,-0.000210397,6.76138E+17,5.09085E-07,1.58473E+13,0.12657107,3.62656E-11
0.02842,600,-0.02573025,3.9483441,-0.000125169,1.85834E+18,1.12593E-05,9.04662E+13,0.37466687,5.89454E-11
0.02842,900,-0.03462458,5.1461855,-7.72086E-05,3.58083E+18,8.43338E-06,3.18701E+14,0.81073454,7.68281E-11
0.02842,1200,-0.04635631,6.4344395,-7.87668E-05,6.25569E+18,3.27548E-06,8.45524E+14,1.5694032,9.60607E-11
0.02892,300,-0.01991751,2.9251963,-0.000192951,8.33023E+17,1.11024E-07,1.72805E+13,0.13283318,4.36707E-11
0.02892,600,-0.02676134,4.3030574,-0.000128553,2.02437E+18,8.32347E-06,9.23485E+13,0.38477166,6.4241E-11
0.02892,900,-0.03594878,5.4490226,-9.13394E-05,3.73477E+18,6.84128E-06,3.21959E+14,0.82939954,8.13492E-11
0.02892,1200,-0.04800055,6.7208036,-9.22402E-05,6.40882E+18,2.70917E-06,8.53767E+14,1.5997737,1.00336E-10
0.02942,300,-0.02071648,3.4748814,-0.000175769,1.01693E+18,-6.54847E-08,1.87273E+13,0.13816411,5.1877E-11
0.02942,600,-0.02788306,4.6731074,-0.000130329,2.20571E+18,6.02047E-06,9.43932E+13,0.39471665,6.97655E-11
0.02942,900,-0.03734988,5.7612875,-0.000104714,3.90296E+18,5.36261E-06,3.25669E+14,0.84828799,8.60111E-11
0.02942,1200,-0.04971736,7.0149093,-0.000105231,6.57765E+18,2.16653E-06,8.6279E+14,1.6307296,1.04727E-10
0.02992,300,-0.02165865,4.068846,-0.000159103,1.22885E+18,-1.37338E-07,2.0174E+13,0.14277325,6.07444E-11
0.02992,600,-0.02909903,5.0568285,-0.000130838,2.40222E+18,4.22087E-06,9.65985E+13,0.40461558,7.54941E-11
0.02992,900,-0.03883018,6.0825426,-0.000117299,4.08527E+18,4.00878E-06,3.29839E+14,0.86745898,9.08071E-11
0.02992,1200,-0.05150864,7.3166327,-0.000117675,6.76218E+18,1.6529E-06,8.72608E+14,1.662305,1.09231E-10
0.03042,300,-0.02275353,4.6942582,-0.000143113,1.46882E+18,-1.60621E-07,2.16146E+13,0.14701267,7.00813E-11
0.03042,600,-0.03041246,5.452366,-0.000130391,2.61367E+18,2.81414E-06,9.89656E+13,0.41459853,8.13992E-11
0.03042,900,-0.04039186,6.4123184,-0.000129073,4.28159E+18,2.78578E-06,3.34476E+14,0.88697595,9.57304E-11
0.03042,1200,-0.0533763,7.6258409,-0.000129515,6.96239E+18,1.1725E-06,8.83233E+14,1.6945359,1.13847E-10
0.03092,300,-0.02400715,5.3360962,-0.000127902,1.73589E+18,-1.62226E-07,2.30519E+13,0.15132548,7.96633E-11
0.03092,600,-0.03182604,5.8577406,-0.000129268,2.83972E+18,1.7093E-06,1.01499E+14,0.42480608,8.7451E-11
0.03092,900,-0.042037,6.7501218,-0.000140026,4.4918E+18,1.69497E-06,3.39589E+14,0.90690532,1.00774E-10
0.03092,1200,-0.05532217,7.9423945,-0.000140703,7.1783E+18,7.28442E-07,8.94679E+14,1.7274597,1.18573E-10
0.03142,300,-0.02542165,5.9788351,-0.000113529,2.02823E+18,-1.55002E-07,2.44966E+13,0.15617195,8.92589E-11
0.03142,600,-0.03334198,6.2709182,-0.000127717,3.07995E+18,8.33438E-07,1.04205E+14,0.43538273,9.36194E-11
0.03142,900,-0.04376755,7.0954468,-0.000150158,4.71575E+18,7.33898E-07,3.45189E+14,0.92731508,1.05929E-10
0.03142,1200,-0.05734809,8.2661493,-0.000151204,7.40993E+18,3.2274E-07,9.0696E+14,1.7611149,1.23407E-10
0.03192,300,-0.02699544,6.6082143,-0.000100022,2.34321E+18,-1.45044E-07,2.59653E+13,0.16195164,9.8655E-11
0.03192,600,-0.03496198,6.689883,-0.000125957,3.33384E+18,1.29152E-07,1.07093E+14,0.44647009,9.98742E-11
0.03192,900,-0.04558531,7.4477835,-0.000159476,4.95334E+18,-1.02779E-07,3.51284E+14,0.94827343,1.11189E-10
0.03192,1200,-0.05945584,8.5969592,-0.000160991,7.65731E+18,-4.36214E-08,9.20089E+14,1.7955403,1.28345E-10
0.03242,300,-0.02872367,7.2127026,-8.73889E-05,2.67769E+18,-1.35212E-07,2.74782E+13,0.16894146,1.07679E-10
0.03242,600,-0.03668724,7.1127066,-0.00012418,3.60081E+18,-4.48141E-07,1.10178E+14,0.45820048,1.06187E-10
0.03242,900,-0.04749198,7.8066288,-0.000167995,5.20444E+18,-8.22475E-07,3.57888E+14,0.96984724,1.16546E-10
0.03242,1200,-0.06164715,8.9346778,-0.000170048,7.92048E+18,-3.70576E-07,9.34082E+14,1.830775,1.33387E-10
0.03292,300,-0.03059905,7.7843839,-7.56214E-05,3.02823E+18,-1.26846E-07,2.90563E+13,0.17726362,1.16214E-10
0.03292,600,-0.0385185,7.5376107,-0.00012256,3.88022E+18,-9.32742E-07,1.13471E+14,0.47069134,1.1253E-10
0.03292,900,-0.04948913,8.1714954,-0.000175734,5.46892E+18,-1.43395E-06,3.65013E+14,0.99210079,1.21993E-10
0.03292,1200,-0.06392374,9.2791612,-0.000178368,8.19951E+18,-6.58851E-07,9.48951E+14,1.8668577,1.3853E-10
0.03342,300,-0.03261278,8.3191686,-6.47042E-05,3.39134E+18,-1.20618E-07,3.07189E+13,0.18688712,1.24198E-10
0.03342,600,-0.04045609,7.9630177,-0.000121245,4.17139E+18,-1.35081E-06,1.16991E+14,0.48404091,1.18881E-10
0.03342,900,-0.05157819,8.541921,-0.000182717,5.7467E+18,-1.94667E-06,3.72671E+14,1.0150944,1.27524E-10
0.03342,1200,-0.06628728,9.6302701,-0.000185954,8.49447E+18,-9.09826E-07,9.64712E+14,1.9038262,1.43772E-10
0.03392,300,-0.0347555,8.8164248,-5.46175E-05,3.7637E+18,-1.16963E-07,3.24822E+13,0.19765612,1.31622E-10
0.03392,600,-0.04249994,8.387588,-0.000120369,4.47362E+18,-1.7221E-06,1.20754E+14,0.49832534,1.2522E-10
0.03392,900,-0.05376052,8.9174764,-0.00018897,6.03767E+18,-2.37037E-06,3.80875E+14,1.0388836,1.3313E-10
0.03392,1200,-0.06873941,9.9878717,-0.000192816,8.80545E+18,-1.12539E-06,9.81378E+14,1.9417173,1.4911E-10
0.03442,300,-0.03701803,9.2782335,-4.53413E-05,4.14233E+18,-1.1632E-07,3.43576E+13,0.20933317,1.38516E-10
0.03442,600,-0.04464972,8.8102435,-0.000120046,4.78624E+18,-2.06124E-06,1.24779E+14,0.51359738,1.31529E-10
0.03442,900,-0.05603733,9.2977722,-0.000194522,6.34176E+18,-2.71464E-06,3.8964E+14,1.0635177,1.38808E-10
0.03442,1200,-0.07128175,10.351842,-0.000198973,9.13257E+18,-1.30782E-06,9.98963E+14,1.9805661,1.54544E-10
0.03492,300,-0.03939198,9.7084884,-3.68581E-05,4.5247E+18,-1.19293E-07,3.63509E+13,0.22164547,1.44939E-10
0.03492,600,-0.04690484,9.230176,-0.000120367,5.10858E+18,-2.37876E-06,1.29083E+14,0.52988648,1.37799E-10
0.03492,900,-0.05840977,9.6824645,-0.000199404,6.65894E+18,-2.9887E-06,3.98978E+14,1.0890396,1.44551E-10
0.03492,1200,-0.07391586,10.722066,-0.000204449,9.47595E+18,-1.45962E-06,1.01748E+15,2.0204058,1.60071E-10
0.03542,300,-0.04187005,10.112018,-2.91565E-05,4.90878E+18,-1.26784E-07,3.84628E+13,0.23432563,1.50964E-10
0.03542,600,-0.04926454,9.6468437,-0.0001214,5.44001E+18,-2.68173E-06,1.33685E+14,0.54720022,1.44019E-10
0.03542,900,-0.0608789,10.071259,-0.000203646,6.98917E+18,-3.20122E-06,4.08903E+14,1.115485,1.50355E-10
0.03542,1200,-0.07664329,11.098441,-0.000209271,9.83574E+18,-1.58344E-06,1.03695E+15,2.0612676,1.6569E-10
0.03592,300,-0.04444618,10.493849,-2.22367E-05,5.29306E+18,-1.40148E-07,4.06893E+13,0.24714211,1.56664E-10
0.03592,600,-0.05172796,10.059957,-0.000123185,5.78E+18,-2.97431E-06,1.38602E+14,0.5655266,1.50187E-10
0.03592,900,-0.06344572,10.463916,-0.000207282,7.33248E+18,-3.36022E-06,4.19429E+14,1.1428823,1.56217E-10
0.03592,1200,-0.07946558,11.48088,-0.000213473,1.02121E+19,-1.68198E-06,1.05738E+15,2.1031802,1.714E-10
0.03642,300,-0.04711556,10.858692,-1.6118E-05,5.67647E+18,-1.61385E-07,4.30236E+13,0.25991672,1.62111E-10
0.03642,600,-0.05429421,10.469455,-0.000125724,6.12805E+18,-3.2581E-06,1.43853E+14,0.5848371,1.563E-10
0.03642,900,-0.06611117,10.860249,-0.000210344,7.68891E+18,-3.47302E-06,4.30568E+14,1.1712522,1.62134E-10
0.03642,1200,-0.08238423,11.869305,-0.000217089,1.06053E+19,-1.75792E-06,1.07878E+15,2.1461698,1.77199E-10
0.03692,300,-0.04987446,11.21065,-1.08486E-05,6.05832E+18,-1.93385E-07,4.54567E+13,0.2725293,1.67365E-10
0.03692,600,-0.0569624,10.875482,-0.000128981,6.48378E+18,-3.53251E-06,1.49452E+14,0.60508989,1.62362E-10
0.03692,900,-0.06887614,11.260125,-0.000212867,8.05855E+18,-3.54622E-06,4.42332E+14,1.2006082,1.68104E-10
0.03692,1200,-0.08540073,12.263657,-0.000220156,1.10154E+19,-1.81382E-06,1.10116E+15,2.19026,1.83086E-10
0.03742,300,-0.0527201,11.553149,-6.517E-06,6.43823E+18,-2.40248E-07,4.7979E+13,0.28491239,1.72479E-10
0.03742,600,-0.05973169,11.278355,-0.000132878,6.84692E+18,-3.79509E-06,1.55416E+14,0.62623324,1.68376E-10
0.03742,900,-0.07174152,11.663468,-0.000214883,8.44155E+18,-3.58575E-06,4.54733E+14,1.2309567,1.74126E-10
0.03742,1200,-0.08851655,12.663891,-0.000222712,1.14428E+19,-1.85213E-06,1.12455E+15,2.2354715,1.89061E-10
0.03792,300,-0.05565048,11.888985,-3.26466E-06,6.81606E+18,-3.07652E-07,5.05815E+13,0.29704034,1.77492E-10
0.03792,600,-0.06260135,11.678534,-0.000137292,7.21728E+18,-4.042E-06,1.61757E+14,0.64820863,1.74351E-10
0.03792,900,-0.07470816,12.070254,-0.000216427,8.83808E+18,-3.59686E-06,4.67781E+14,1.2622972,1.80199E-10
0.03792,1200,-0.09173316,13.069977,-0.000224793,1.18878E+19,-1.87512E-06,1.14895E+15,2.2818227,1.95124E-10
0.03842,300,-0.05866423,12.220436,-1.29505E-06,7.19179E+18,-4.03213E-07,5.3257E+13,0.30891766,1.82441E-10
0.03842,600,-0.06557078,12.076596,-0.000142068,7.59482E+18,-4.26856E-06,1.68489E+14,0.67095356,1.80293E-10
0.03842,900,-0.07777693,12.480508,-0.000217533,9.24839E+18,-3.58419E-06,4.81485E+14,1.2946233,1.86323E-10
0.03842,1200,-0.09505203,13.481901,-0.000226438,1.23505E+19,-1.88491E-06,1.17437E+15,2.3293289,2.01273E-10
0.03892,300,-0.06176049,12.549373,-8.7484E-07,7.56543E+18,-5.36687E-07,5.60018E+13,0.32056937,1.87351E-10
0.03892,600,-0.06863953,12.473208,-0.000147021,7.9796E+18,-4.46984E-06,1.75622E+14,0.69440393,1.86214E-10
0.03892,900,-0.08094871,12.894302,-0.000218235,9.67275E+18,-3.5518E-06,4.95854E+14,1.327923,1.92501E-10
0.03892,1200,-0.0984746,13.899664,-0.000227682,1.28313E+19,-1.88339E-06,1.20082E+15,2.3780032,2.0751E-10
0.03942,300,-0.06493884,12.877362,-2.31585E-06,7.93696E+18,-7.19729E-07,5.88167E+13,0.33203333,1.92248E-10
0.03942,600,-0.07180732,12.869101,-0.000151958,8.37183E+18,-4.64132E-06,1.83167E+14,0.71849593,1.92125E-10
0.03942,900,-0.08422439,13.311749,-0.000218567,1.01115E+19,-3.50323E-06,5.10894E+14,1.3621796,1.98733E-10
0.03942,1200,-0.10200235,14.323284,-0.00022856,1.33306E+19,-1.87231E-06,1.22832E+15,2.4278562,2.13834E-10
0.03992,300,-0.0681992,13.205762,-5.92469E-06,8.30631E+18,-9.6479E-07,6.17075E+13,0.34335393,1.97151E-10
0.03992,600,-0.07507408,13.265052,-0.000156688,8.77185E+18,-4.77939E-06,1.91131E+14,0.74316755,1.98036E-10
0.03992,900,-0.0876049,13.733003,-0.000218561,1.05651E+19,-3.44155E-06,5.26612E+14,1.3973723,2.05022E-10
0.03992,1200,-0.10563673,14.752791,-0.000229104,1.38487E+19,-1.85319E-06,1.25687E+15,2.4788962,2.20247E-10
0.04042,300,-0.07154186,13.535818,-1.19106E-05,8.67339E+18,-1.28274E-06,6.46847E+13,0.3545763,2.02078E-10
0.04042,600,-0.07843992,13.66187,-0.000161046,9.18013E+18,-4.88181E-06,1.9952E+14,0.76835956,2.0396E-10
0.04042,900,-0.09109122,14.158248,-0.000218249,1.10339E+19,-3.3694E-06,5.43011E+14,1.4334769,2.11371E-10
0.04042,1200,-0.10937924,15.188231,-0.000229346,1.4386E+19,-1.8274E-06,1.28649E+15,2.5311296,2.26747E-10
0.04092,300,-0.07496735,13.868751,-2.02612E-05,9.03821E+18,-1.6792E-06,6.77615E+13,0.36574113,2.07049E-10
0.04092,600,-0.08190516,14.060374,-0.000164898,9.59729E+18,-4.94785E-06,2.08341E+14,0.7940163,2.09909E-10
0.04092,900,-0.09468438,14.5877,-0.000217662,1.15186E+19,-3.28906E-06,5.60095E+14,1.4704668,2.17782E-10
0.04092,1200,-0.11323135,15.62966,-0.000229316,1.4943E+19,-1.79614E-06,1.31718E+15,2.5845612,2.33337E-10
0.04142,300,-0.07847657,14.205812,-3.06315E-05,9.40101E+18,-2.15064E-06,7.09522E+13,0.37688116,2.12081E-10
0.04142,600,-0.08547032,14.461389,-0.000168152,1.00241E+19,-4.97826E-06,2.17596E+14,0.82008598,2.15896E-10
0.04142,900,-0.09838544,15.021596,-0.000216828,1.20195E+19,-3.20245E-06,5.77865E+14,1.5083136,2.2426E-10
0.04142,1200,-0.11719457,16.077147,-0.00022904,1.552E+19,-1.76046E-06,1.34895E+15,2.6391942,2.40018E-10
0.04192,300,-0.08207071,14.548299,-4.23203E-05,9.76237E+18,-2.68218E-06,7.42705E+13,0.3880203,2.17194E-10
0.04192,600,-0.08913613,14.865733,-0.000170757,1.04614E+19,-4.97509E-06,2.27285E+14,0.84652092,2.21933E-10
0.04192,900,-0.10219557,15.460193,-0.000215774,1.25374E+19,-3.1112E-06,5.96322E+14,1.5469877,2.30807E-10
0.04192,1200,-0.12127043,16.530773,-0.000228543,1.61176E+19,-1.72127E-06,1.38182E+15,2.6950305,2.4679E-10
0.04242,300,-0.08575128,14.897506,-5.43875E-05,1.01233E+19,-3.24922E-06,7.77289E+13,0.39917607,2.22407E-10
0.04242,600,-0.09290353,15.27421,-0.000172705,1.09103E+19,-4.94133E-06,2.37409E+14,0.8732775,2.28031E-10
0.04242,900,-0.10611595,15.903761,-0.000214527,1.3073E+19,-3.0167E-06,6.15464E+14,1.5864595,2.3743E-10
0.04242,1200,-0.12546048,16.990625,-0.000227849,1.67362E+19,-1.67935E-06,1.41578E+15,2.7520714,2.53655E-10
0.04292,300,-0.08952013,15.254637,-6.58848E-05,1.04852E+19,-3.82272E-06,8.1338E+13,0.41036497,2.27739E-10
0.04292,600,-0.09677365,15.687601,-0.000174015,1.13719E+19,-4.88055E-06,2.47964E+14,0.90031596,2.34202E-10
0.04292,900,-0.11014788,16.35258,-0.000213109,1.36269E+19,-2.92009E-06,6.3529E+14,1.6266992,2.4413E-10
0.04292,1200,-0.12976627,17.456801,-0.000226978,1.73764E+19,-1.63539E-06,1.45085E+15,2.8103176,2.60615E-10
0.04342,300,-0.09337935,15.620688,-7.6085E-05,1.085E+19,-4.37577E-06,8.51072E+13,0.42160925,2.33203E-10
0.04342,600,-0.1007478,16.106667,-0.000174732,1.18475E+19,-4.79659E-06,2.58946E+14,0.92760009,2.40459E-10
0.04342,900,-0.1142927,16.806934,-0.000211541,1.42E+19,-2.82233E-06,6.55797E+14,1.6676785,2.50913E-10
0.04342,1200,-0.13418941,17.929405,-0.000225951,1.80387E+19,-1.58995E-06,1.48704E+15,2.8697693,2.67671E-10
0.04392,300,-0.09733127,15.99637,-8.46E-05,1.122E+19,-4.8878E-06,8.90448E+13,0.43294231,2.38812E-10
0.04392,600,-0.10482751,16.532136,-0.000174914,1.23386E+19,-4.69328E-06,2.70349E+14,0.95509684,2.46811E-10
0.04392,900,-0.11855184,17.267108,-0.000209844,1.47929E+19,-2.72422E-06,6.7698E+14,1.7093701,2.57783E-10
0.04392,1200,-0.13873152,18.408545,-0.000224785,1.87236E+19,-1.54353E-06,1.52435E+15,2.9304271,2.74824E-10
0.04442,300,-0.10137837,16.382092,-9.13617E-05,1.15978E+19,-5.34536E-06,9.31578E+13,0.44441005,2.44571E-10
0.04442,600,-0.10901446,16.964709,-0.000174629,1.28466E+19,-4.57422E-06,2.82163E+14,0.98277586,2.53269E-10
0.04442,900,-0.12292677,17.733382,-0.000208034,1.54067E+19,-2.62641E-06,6.98836E+14,1.7517492,2.64744E-10
0.04442,1200,-0.14339424,18.894336,-0.000223495,1.94316E+19,-1.49653E-06,1.5628E+15,2.9922917,2.82076E-10
0.04492,300,-0.10552317,16.77804,-9.65168E-05,1.19865E+19,-5.74017E-06,9.74511E+13,0.45606753,2.50482E-10
0.04492,600,-0.11331051,17.405052,-0.000173942,1.33733E+19,-4.4427E-06,2.9438E+14,1.010609,2.59843E-10
0.04492,900,-0.12741906,18.206029,-0.000206128,1.60421E+19,-2.52942E-06,7.21358E+14,1.7947933,2.718E-10
0.04492,1200,-0.14817925,19.386893,-0.000222097,2.01635E+19,-1.44932E-06,1.60238E+15,3.0553644,2.8943E-10
0.04542,300,-0.10976825,17.184311,-0.000100309,1.23895E+19,-6.06665E-06,1.01927E+14,0.46797207,2.56547E-10
0.04542,600,-0.11771769,17.853798,-0.000172917,1.39202E+19,-4.30161E-06,3.06988E+14,1.0385698,2.66542E-10
0.04542,900,-0.13203033,18.68531,-0.000204138,1.67E+19,-2.4337E-06,7.44541E+14,1.8384833,2.78956E-10
0.04542,1200,-0.15308826,19.886337,-0.000220604,2.09196E+19,-1.40217E-06,1.64311E+15,3.1196476,2.96886E-10
0.04592,300,-0.1141162,17.601062,-0.000102994,1.28107E+19,-6.32016E-06,1.06585E+14,0.48017581,2.62769E-10
0.04592,600,-0.12223816,18.311541,-0.000171612,1.44891E+19,-4.15348E-06,3.19974E+14,1.0666333,2.73376E-10
0.04592,900,-0.13676229,19.171472,-0.000202078,1.73814E+19,-2.33958E-06,7.6838E+14,1.8828034,2.86214E-10
0.04592,1200,-0.158123,20.392785,-0.000219027,2.17007E+19,-1.35533E-06,1.685E+15,3.1851447,3.04447E-10
0.04642,300,-0.11856968,18.028626,-0.000104788,1.32541E+19,-6.49664E-06,1.11422E+14,0.49272019,2.69152E-10
0.04642,600,-0.12687426,18.778838,-0.000170078,1.50819E+19,-4.00044E-06,3.33324E+14,1.0947753,2.80352E-10
0.04642,900,-0.14161666,19.664742,-0.000199957,1.80872E+19,-2.24734E-06,7.9287E+14,1.9277419,2.93578E-10
0.04642,1200,-0.16328525,20.906359,-0.000217377,2.25074E+19,-1.30899E-06,1.72806E+15,3.2518603,3.12114E-10
0.04692,300,-0.12313146,18.467578,-0.00010586,1.37237E+19,-6.59327E-06,1.16436E+14,0.5056332,2.75705E-10
0.04692,600,-0.13162842,19.256202,-0.000168357,1.57004E+19,-3.84434E-06,3.47026E+14,1.1229728,2.87479E-10
0.04692,900,-0.14659527,20.165327,-0.000197786,1.88182E+19,-2.1572E-06,8.18005E+14,1.9732917,3.01051E-10
0.04692,1200,-0.16857679,21.427178,-0.000215664,2.33402E+19,-1.26333E-06,1.7723E+15,3.3198006,3.19889E-10
0.04742,300,-0.12780449,18.918765,-0.000106334,1.42234E+19,-6.60959E-06,1.21629E+14,0.51892826,2.82441E-10
0.04742,600,-0.13650323,19.744098,-0.000166487,1.63463E+19,-3.68672E-06,3.61063E+14,1.1512037,2.94762E-10
0.04742,900,-0.15169995,20.673412,-0.000195571,1.95755E+19,-2.06931E-06,8.43781E+14,2.0194501,3.08636E-10
0.04742,1200,-0.17399945,21.955359,-0.000213897,2.41998E+19,-1.21846E-06,1.81773E+15,3.3889735,3.27775E-10
0.04792,300,-0.13259196,19.383306,-0.000106303,1.47567E+19,-6.5484E-06,1.27005E+14,0.53260356,2.89376E-10
0.04792,600,-0.14150138,20.242937,-0.000164496,1.70216E+19,-3.52889E-06,3.75421E+14,1.1794473,3.0221E-10
0.04792,900,-0.15693261,21.189152,-0.000193321,2.03599E+19,-1.98382E-06,8.70195E+14,2.0662202,3.16336E-10
0.04792,1200,-0.17955509,22.491019,-0.000212084,2.50868E+19,-1.1745E-06,1.86437E+15,3.4593885,3.35772E-10
0.04842,300,-0.13749737,19.862585,-0.000105842,1.53267E+19,-6.41609E-06,1.32575E+14,0.54664138,2.96531E-10
0.04842,600,-0.14662564,20.753068,-0.000162407,1.7728E+19,-3.37196E-06,3.90086E+14,1.2076847,3.09826E-10
0.04842,900,-0.16229518,21.712679,-0.000191041,2.11723E+19,-1.9008E-06,8.97245E+14,2.1136099,3.24152E-10
0.04842,1200,-0.18524559,23.034272,-0.000210231,2.60018E+19,-1.13153E-06,1.91222E+15,3.531057,3.43882E-10
0.04892,300,-0.14252461,20.358213,-0.000105016,1.59358E+19,-6.22218E-06,1.38356E+14,0.56100782,3.03931E-10
0.04892,600,-0.15187888,21.274767,-0.00016024,1.84672E+19,-3.21687E-06,4.05042E+14,1.2358997,3.17614E-10
0.04892,900,-0.16778961,22.244092,-0.000188737,2.20135E+19,-1.82033E-06,9.24932E+14,2.1616335,3.32085E-10
0.04892,1200,-0.19107287,23.585232,-0.000208345,2.69454E+19,-1.0896E-06,1.9613E+15,3.6039922,3.52107E-10
0.04942,300,-0.14767798,20.871956,-0.000103888,1.65865E+19,-5.97834E-06,1.44366E+14,0.57565424,3.116E-10
0.04942,600,-0.15726401,21.808232,-0.00015801,1.92409E+19,-3.06442E-06,4.20276E+14,1.2640797,3.25578E-10
0.04942,900,-0.17341788,22.78346,-0.000186413,2.28844E+19,-1.74245E-06,9.53256E+14,2.2103109,3.40138E-10
0.04942,1200,-0.19703886,24.144009,-0.000206433,2.79182E+19,-1.04877E-06,2.01164E+15,3.6782091,3.60449E-10
0.04992,300,-0.15296225,21.405606,-0.000102517,1.72805E+19,-5.6972E-06,1.50627E+14,0.59052115,3.19567E-10
0.04992,600,-0.16278399,22.353567,-0.000155727,2.00507E+19,-2.91528E-06,4.35773E+14,1.2922169,3.3372E-10
