#       Ef[,Ry] T [K],         N,     DOS(Ef),       S,     s/t,       R_H,  kappa0, c,   chi
0.04992,900,-0.179182,23.330822,-0.000184075,2.37858E+19,-1.66718E-06,9.82221E+14,2.2596686,3.48309E-10
0.04992,1200,-0.20314553,24.710712,-0.000204498,2.89209E+19,-1.00907E-06,2.06324E+15,3.7537243,3.6891E-10
0.05042,300,-0.15838258,21.960813,-0.000100961,1.80197E+19,-5.39115E-06,1.57161E+14,0.60554469,3.27856E-10
0.05042,600,-0.16844178,22.910776,-0.000153401,2.08981E+19,-2.77E-06,4.5152E+14,1.3203093,3.42038E-10
0.05042,900,-0.18508396,23.886187,-0.000181725,2.47184E+19,-1.59452E-06,1.01184E+15,2.309739,3.566E-10
0.05042,1200,-0.20939488,25.28545,-0.000202547,2.99539E+19,-9.70521E-07,2.11613E+15,3.8305561,3.7749E-10
0.05092,300,-0.16394456,22.538884,-9.92697E-05,1.88056E+19,-5.07147E-06,1.63989E+14,0.62066486,3.36486E-10
0.05092,600,-0.17424035,23.479752,-0.000151038,2.17845E+19,-2.62906E-06,4.67503E+14,1.348362,3.50533E-10
0.05092,900,-0.19112576,24.44953,-0.000179366,2.56829E+19,-1.52446E-06,1.04211E+15,2.3605614,3.65011E-10
0.05092,1200,-0.21578893,25.86833,-0.000200584,3.1018E+19,-9.33131E-07,2.17033E+15,3.9087242,3.86192E-10
0.05142,300,-0.169654,23.140593,-9.74909E-05,1.96397E+19,-4.74778E-06,1.71132E+14,0.635834,3.45469E-10
0.05142,600,-0.18018262,24.060272,-0.000148644,2.27111E+19,-2.49281E-06,4.83712E+14,1.3763881,3.59199E-10
0.05142,900,-0.19730939,25.020799,-0.000177004,2.66799E+19,-1.457E-06,1.07305E+15,2.4121811,3.73539E-10
0.05142,1200,-0.22232974,26.459462,-0.000198613,3.21136E+19,-8.96908E-07,2.22586E+15,3.9882494,3.95017E-10
0.05192,300,-0.17551684,23.766047,-9.56639E-05,2.05236E+19,-4.42782E-06,1.78606E+14,0.65102277,3.54807E-10
0.05192,600,-0.18627142,24.651988,-0.000146222,2.36792E+19,-2.36154E-06,5.00134E+14,1.40441,3.68033E-10
0.05192,900,-0.20363682,25.599916,-0.00017464,2.77099E+19,-1.39209E-06,1.10468E+15,2.4646497,3.82185E-10
0.05192,1200,-0.22901936,27.058957,-0.000196637,3.32414E+19,-8.61849E-07,2.28276E+15,4.0691535,4.03967E-10
0.05242,300,-0.18153895,24.414643,-9.3822E-05,2.14591E+19,-4.11741E-06,1.86426E+14,0.66622153,3.6449E-10
0.05242,600,-0.19250951,25.254426,-0.000143777,2.46896E+19,-2.23545E-06,5.1676E+14,1.43246,3.77027E-10
0.05242,900,-0.21010999,26.186776,-0.000172277,2.87735E+19,-1.32971E-06,1.13701E+15,2.5180248,3.90946E-10
0.05242,1200,-0.23585992,27.666929,-0.00019466,3.44019E+19,-8.27944E-07,2.34103E+15,4.1514587,4.13044E-10
0.05292,300,-0.18772599,25.085146,-9.19916E-05,2.24481E+19,-3.82065E-06,1.946E+14,0.6814355,3.745E-10
0.05292,600,-0.19889948,25.866988,-0.00014131,2.57431E+19,-2.11468E-06,5.33583E+14,1.460581,3.86172E-10
0.05292,900,-0.21673084,26.781256,-0.000169919,2.9871E+19,-1.26981E-06,1.17007E+15,2.5723695,3.99821E-10
0.05292,1200,-0.24285354,28.283497,-0.000192685,3.55956E+19,-7.95182E-07,2.40072E+15,4.2351876,4.22248E-10
0.05342,300,-0.19408321,25.775865,-9.01921E-05,2.3493E+19,-3.54017E-06,2.03124E+14,0.69667483,3.84812E-10
0.05342,600,-0.20544379,26.488953,-0.000138824,2.68404E+19,-1.9993E-06,5.50596E+14,1.4888267,3.95457E-10
0.05342,900,-0.22350124,27.383212,-0.000167568,3.10028E+19,-1.21234E-06,1.20389E+15,2.6277524,4.08808E-10
0.05342,1200,-0.2500024,28.908787,-0.000190716,3.68231E+19,-7.63546E-07,2.46186E+15,4.3203624,4.31583E-10
0.05392,300,-0.20061544,26.484867,-8.84355E-05,2.45965E+19,-3.27738E-06,2.11988E+14,0.71194273,3.95396E-10
0.05392,600,-0.21214467,27.119483,-0.000136322,2.79818E+19,-1.88934E-06,5.67798E+14,1.5172621,4.04871E-10
0.05392,900,-0.23042305,27.992493,-0.000165227,3.21691E+19,-1.15725E-06,1.2385E+15,2.6842461,4.17904E-10
0.05392,1200,-0.25730867,29.542934,-0.000188754,3.8085E+19,-7.33016E-07,2.52447E+15,4.4070046,4.41051E-10
0.05442,300,-0.207327,27.210154,-8.67265E-05,2.5762E+19,-3.03283E-06,2.21163E+14,0.72722611,4.06224E-10
0.05442,600,-0.21900416,27.757637,-0.000133804,2.91674E+19,-1.78476E-06,5.8519E+14,1.5459628,4.14398E-10
0.05442,900,-0.23749809,28.608939,-0.000162899,3.33701E+19,-1.10447E-06,1.27393E+15,2.7419276,4.27107E-10
0.05442,1200,-0.26477461,30.186084,-0.000186803,3.93818E+19,-7.0357E-07,2.58859E+15,4.4951344,4.50652E-10
0.05492,300,-0.21422171,27.949738,-8.50619E-05,2.69933E+19,-2.80637E-06,2.30609E+14,0.74249232,4.17266E-10
0.05492,600,-0.22602404,28.402381,-0.000131273,3.03972E+19,-1.68548E-06,6.02779E+14,1.5750157,4.24023E-10
0.05492,900,-0.24472811,29.232393,-0.000160588,3.46059E+19,-1.05394E-06,1.31023E+15,2.8008764,4.36415E-10
0.05492,1200,-0.27240248,30.838394,-0.000184865,4.07139E+19,-6.75184E-07,2.65425E+15,4.5847702,4.60391E-10
0.05542,300,-0.22130289,28.701596,-8.34312E-05,2.82942E+19,-2.59742E-06,2.40272E+14,0.75769322,4.2849E-10
0.05542,600,-0.23320581,29.052603,-0.000128731,3.16706E+19,-1.59141E-06,6.20577E+14,1.6045173,4.3373E-10
0.05542,900,-0.25211485,29.862706,-0.000158295,3.58766E+19,-1.0056E-06,1.34743E+15,2.8611742,4.45825E-10
0.05542,1200,-0.28019459,31.500037,-0.000182942,4.20821E+19,-6.47832E-07,2.7215E+15,4.6759281,4.70269E-10
0.05592,300,-0.22857335,29.463526,-8.18174E-05,2.96687E+19,-2.40508E-06,2.50086E+14,0.7727749,4.39865E-10
0.05592,600,-0.2405507,29.707135,-0.000126181,3.29869E+19,-1.50241E-06,6.38604E+14,1.6345737,4.43502E-10
0.05592,900,-0.25966002,30.499742,-0.000156024,3.71821E+19,-9.59384E-07,1.3856E+15,2.9229039,4.55335E-10
0.05592,1200,-0.28815329,32.171205,-0.000181036,4.34867E+19,-6.21488E-07,2.79037E+15,4.7686213,4.80289E-10
0.05642,300,-0.23603528,30.232958,-8.01977E-05,3.112E+19,-2.22825E-06,2.59977E+14,0.78769016,4.51352E-10
0.05642,600,-0.24805964,30.364779,-0.000123627,3.43449E+19,-1.41832E-06,6.56887E+14,1.6652992,4.5332E-10
0.05642,900,-0.26736528,31.143394,-0.000153778,3.85224E+19,-9.15216E-07,1.42478E+15,2.9861478,4.64944E-10
0.05642,1200,-0.296281,32.852106,-0.00017915,4.49284E+19,-5.96124E-07,2.8609E+15,4.8628593,4.90454E-10
0.05692,300,-0.2436902,31.006783,-7.85455E-05,3.26502E+19,-2.06574E-06,2.69873E+14,0.80241104,4.62905E-10
0.05692,600,-0.25573325,31.024325,-0.000121071,3.57434E+19,-1.33896E-06,6.75462E+14,1.6968147,4.63167E-10
0.05692,900,-0.27523226,31.793583,-0.00015156,3.98973E+19,-8.73029E-07,1.46503E+15,3.0509871,4.74651E-10
0.05692,1200,-0.30458018,33.542973,-0.000177284,4.64077E+19,-5.71711E-07,2.93312E+15,4.9586473,5.00768E-10
0.05742,300,-0.25153873,31.781216,-7.68321E-05,3.42595E+19,-1.91629E-06,2.79708E+14,0.81694008,4.74466E-10
0.05742,600,-0.26357186,31.684588,-0.000118518,3.71804E+19,-1.26415E-06,6.94373E+14,1.7292463,4.73024E-10
0.05742,900,-0.28326261,32.450274,-0.000149373,4.13066E+19,-8.3275E-07,1.50641E+15,3.1175001,4.84455E-10
0.05742,1200,-0.31305334,34.244062,-0.000175441,4.79252E+19,-5.4822E-07,3.00708E+15,5.0559857,5.11235E-10
0.05792,300,-0.25958048,32.55174,-7.50301E-05,3.59457E+19,-1.7787E-06,2.89434E+14,0.83131879,4.8597E-10
0.05792,600,-0.27157551,32.344436,-0.000115973,3.86539E+19,-1.19371E-06,7.13675E+14,1.7627227,4.82875E-10
0.05792,900,-0.29145794,33.113482,-0.000147221,4.27502E+19,-7.94306E-07,1.54899E+15,3.1857613,4.94356E-10
0.05792,1200,-0.32170308,34.955655,-0.000173622,4.94816E+19,-5.25624E-07,3.08282E+15,5.1548696,5.21858E-10
0.05842,300,-0.26781384,33.313168,-7.31172E-05,3.77031E+19,-1.65184E-06,2.99036E+14,0.84563096,4.97337E-10
0.05842,600,-0.27974396,33.002825,-0.000113441,4.01616E+19,-1.12742E-06,7.3343E+14,1.7973735,4.92704E-10
0.05842,900,-0.2998199,33.783283,-0.000145106,4.42279E+19,-7.57627E-07,1.59282E+15,3.2558394,5.04355E-10
0.05842,1200,-0.33053207,35.678061,-0.000171829,5.10774E+19,-5.03893E-07,3.16037E+15,5.2552879,5.32643E-10
0.05892,300,-0.27623584,34.05988,-7.10803E-05,3.95222E+19,-1.53472E-06,3.08539E+14,0.85999741,5.08485E-10
0.05892,600,-0.28807672,33.658833,-0.00011093,4.17008E+19,-1.06509E-06,7.5371E+14,1.8333263,5.02498E-10
0.05892,900,-0.30835014,34.459816,-0.000143032,4.57395E+19,-7.22639E-07,1.63799E+15,3.3277966,5.14456E-10
0.05892,1200,-0.33954304,36.411619,-0.000170063,5.27134E+19,-4.82998E-07,3.23977E+15,5.3572229,5.43594E-10
0.05942,300,-0.28484208,34.786255,-6.89183E-05,4.13901E+19,-1.42649E-06,3.18006E+14,0.87455961,5.19329E-10
0.05942,600,-0.29657311,34.311696,-0.000108445,4.32688E+19,-1.00651E-06,7.74591E+14,1.8707042,5.12244E-10
0.05942,900,-0.31705039,35.143301,-0.000141001,4.72848E+19,-6.89272E-07,1.68456E+15,3.4016871,5.24659E-10
0.05942,1200,-0.34873884,37.156699,-0.000168324,5.43902E+19,-4.62912E-07,3.32106E+15,5.46065,5.54718E-10
0.05992,300,-0.29362685,35.487266,-6.66436E-05,4.32914E+19,-1.32648E-06,3.27534E+14,0.88945356,5.29794E-10
0.05992,600,-0.30523226,34.960835,-0.000105995,4.48628E+19,-9.51499E-07,7.96157E+14,1.9096238,5.21935E-10
0.05992,900,-0.3259224,35.834037,-0.000139017,4.88637E+19,-6.57456E-07,1.73259E+15,3.4775555,5.34971E-10
0.05992,1200,-0.35812238,37.913704,-0.000166614,5.61088E+19,-4.43606E-07,3.40427E+15,5.5655366,5.66019E-10
0.06042,300,-0.30258328,36.159103,-6.42808E-05,4.52092E+19,-1.23412E-06,3.37237E+14,0.90478025,5.39824E-10
0.06042,600,-0.31405319,35.605891,-0.000103587,4.64799E+19,-8.99847E-07,8.18494E+14,1.9501924,5.31565E-10
0.06042,900,-0.33496804,36.532415,-0.000137082,5.04763E+19,-6.27121E-07,1.78217E+15,3.555436,5.45398E-10
0.06042,1200,-0.36769672,38.683067,-0.000164934,5.78697E+19,-4.25052E-07,3.48944E+15,5.6718426,5.77505E-10
0.06092,300,-0.31170379,36.799655,-6.18633E-05,4.71267E+19,-1.14894E-06,3.47224E+14,0.92058264,5.49387E-10
0.06092,600,-0.32303485,36.246744,-0.000101229,4.81174E+19,-8.51365E-07,8.4169E+14,1.992507,5.41133E-10
0.06092,900,-0.34418928,37.238922,-0.000135199,5.21225E+19,-5.982E-07,1.83335E+15,3.635351,5.55945E-10
0.06092,1200,-0.37746499,39.465258,-0.000163284,5.96741E+19,-4.07223E-07,3.57659E+15,5.7795191,5.89182E-10
0.06142,300,-0.32098048,37.408684,-5.94293E-05,4.90292E+19,-1.0705E-06,3.57585E+14,0.93683852,5.5848E-10
0.06142,600,-0.33217622,36.883535,-9.89285E-05,4.97727E+19,-8.05868E-07,8.65833E+14,2.0366524,5.5064E-10
0.06142,900,-0.35358823,37.954142,-0.00013337,5.38025E+19,-5.70627E-07,1.88621E+15,3.7173105,5.66623E-10
0.06142,1200,-0.38743046,40.260775,-0.000161665,6.15228E+19,-3.90094E-07,3.66577E+15,5.888509,6.01059E-10
0.06192,300,-0.33040562,37.987637,-5.70165E-05,5.0905E+19,-9.98429E-07,3.68376E+14,0.95347257,5.67123E-10
0.06192,600,-0.34147631,37.516678,-9.6694E-05,5.14436E+19,-7.63174E-07,8.91009E+14,2.0827006,5.60092E-10
0.06192,900,-0.36316714,38.678767,-0.000131597,5.55166E+19,-5.44338E-07,1.94082E+15,3.8013107,5.77441E-10
0.06192,1200,-0.39759653,41.070153,-0.000160077,6.34168E+19,-3.73638E-07,3.75698E+15,5.9987461,6.13142E-10
0.06242,300,-0.33997201,38.539171,-5.46593E-05,5.27455E+19,-9.32318E-07,3.79618E+14,0.97038279,5.75357E-10
0.06242,600,-0.35093431,38.146868,-9.45328E-05,5.31279E+19,-7.23107E-07,9.17299E+14,2.1307104,5.695E-10
0.06242,900,-0.37292846,39.413591,-0.000129883,5.72653E+19,-5.19269E-07,1.99722E+15,3.8873337,5.88411E-10
0.06242,1200,-0.40796674,41.893955,-0.00015852,6.53573E+19,-3.57831E-07,3.85025E+15,6.1101557,6.25441E-10
0.06292,300,-0.3496732,39.066588,-5.23859E-05,5.4546E+19,-8.71778E-07,3.91297E+14,0.98747075,5.83231E-10
0.06292,600,-0.36054958,38.775079,-9.24522E-05,5.48243E+19,-6.855E-07,9.44779E+14,2.1807276,5.78879E-10
0.06292,900,-0.38287486,40.159517,-0.000128229,5.90492E+19,-4.95362E-07,2.05548E+15,3.9753468,5.99547E-10
0.06292,1200,-0.41854476,42.732776,-0.000156994,6.73453E+19,-3.42647E-07,3.9456E+15,6.222654,6.37964E-10
0.06342,300,-0.35950358,39.573345,-5.02179E-05,5.63047E+19,-8.16407E-07,4.03378E+14,1.0046654,5.90796E-10
0.06342,600,-0.37032179,39.40257,-9.04586E-05,5.65317E+19,-6.50188E-07,9.73522E+14,2.232785,5.88247E-10
0.06342,900,-0.39300923,40.917553,-0.000126636,6.08691E+19,-4.72558E-07,2.11566E+15,4.0653019,6.10864E-10
0.06342,1200,-0.42933443,43.587236,-0.000155499,6.93823E+19,-3.28064E-07,4.04304E+15,6.3361485,6.5072E-10
0.06392,300,-0.36945842,40.062755,-4.81695E-05,5.80223E+19,-7.65801E-07,4.15807E+14,1.0219357,5.98103E-10
0.06392,600,-0.38025093,40.030869,-8.85579E-05,5.82494E+19,-6.17017E-07,1.00359E+15,2.2869028,5.97627E-10
0.06392,900,-0.40333474,41.688813,-0.000125106,6.2726E+19,-4.50802E-07,2.17779E+15,4.1571356,6.22378E-10
0.06392,1200,-0.44033973,44.457985,-0.000154036,7.14695E+19,-3.14059E-07,4.14258E+15,6.4505385,6.6372E-10
0.06442,300,-0.37953377,40.537867,-4.62491E-05,5.97017E+19,-7.19556E-07,4.28528E+14,1.0392923,6.05196E-10
0.06442,600,-0.39033744,40.661775,-8.67555E-05,5.99775E+19,-5.85838E-07,1.03504E+15,2.3430892,6.07045E-10
0.06442,900,-0.41385484,42.47451,-0.000123639,6.46211E+19,-4.30039E-07,2.24193E+15,4.2507687,6.34108E-10
0.06442,1200,-0.45156483,45.345689,-0.000152602,7.36084E+19,-3.00609E-07,4.24422E+15,6.565715,6.76972E-10
0.06492,300,-0.3897264,41.001481,-4.44598E-05,6.13468E+19,-6.7728E-07,4.41487E+14,1.056784,6.12117E-10
0.06492,600,-0.40058221,41.297344,-8.50558E-05,6.17164E+19,-5.56508E-07,1.06793E+15,2.4013404,6.16534E-10
0.06492,900,-0.4245733,43.275954,-0.000122236,6.65559E+19,-4.10219E-07,2.30809E+15,4.3461067,6.46073E-10
0.06492,1200,-0.46301405,46.251036,-0.000151198,7.58005E+19,-2.87694E-07,4.34796E+15,6.6815613,6.90488E-10
0.06542,300,-0.40003377,41.456239,-4.28013E-05,6.2962E+19,-6.38595E-07,4.5464E+14,1.0744896,6.18906E-10
0.06542,600,-0.41098669,41.939879,-8.34624E-05,6.34672E+19,-5.28895E-07,1.10231E+15,2.4616406,6.26126E-10
0.06542,900,-0.43549424,44.094545,-0.000120897,6.85322E+19,-3.91294E-07,2.37631E+15,4.4430398,6.58294E-10
0.06542,1200,-0.47469188,47.174727,-0.000149822,7.80475E+19,-2.75294E-07,4.45379E+15,6.7979536,7.04278E-10
0.06592,300,-0.410454,41.904781,-4.12708E-05,6.45525E+19,-6.03145E-07,4.67956E+14,1.0925093,6.25602E-10
0.06592,600,-0.42155294,42.591926,-8.19781E-05,6.52316E+19,-5.0287E-07,1.13821E+15,2.5239618,6.35861E-10
0.06592,900,-0.44662213,44.931762,-0.00011962,7.05517E+19,-3.73217E-07,2.44661E+15,4.5414432,6.70793E-10
0.06592,1200,-0.486603,48.117473,-0.000148475,8.0351E+19,-2.63388E-07,4.5617E+15,6.914762,7.18353E-10
0.06642,300,-0.42098588,42.349914,-3.98646E-05,6.61231E+19,-5.706E-07,4.81418E+14,1.110954,6.32248E-10
0.06642,600,-0.43228368,43.25626,-8.06052E-05,6.70115E+19,-4.78316E-07,1.17567E+15,2.5882631,6.45779E-10
0.06642,900,-0.45796181,45.78916,-0.000118406,7.26168E+19,-3.55945E-07,2.519E+15,4.6411782,6.83593E-10
0.06642,1200,-0.49875226,49.079987,-0.000147154,8.27129E+19,-2.51958E-07,4.67167E+15,7.0318506,7.32722E-10
0.06692,300,-0.43162893,42.794768,-3.8579E-05,6.76792E+19,-5.40655E-07,4.95022E+14,1.1299367,6.38889E-10
0.06692,600,-0.44318234,43.935878,-7.9345E-05,6.88096E+19,-4.55119E-07,1.21472E+15,2.6544898,6.55925E-10
0.06692,900,-0.46951852,46.668353,-0.000117252,7.47298E+19,-3.39435E-07,2.59347E+15,4.7420927,6.96719E-10
0.06692,1200,-0.5111447,50.062982,-0.000145859,8.51351E+19,-2.40986E-07,4.78368E+15,7.1490791,7.47397E-10
0.06742,300,-0.44238353,43.242881,-3.74106E-05,6.92259E+19,-5.1303E-07,5.08772E+14,1.1495685,6.45579E-10
0.06742,600,-0.45425316,44.633989,-7.81979E-05,7.0629E+19,-4.33175E-07,1.2554E+15,2.7225721,6.66347E-10
0.06742,900,-0.48129794,47.571002,-0.000116158,7.68934E+19,-3.23651E-07,2.67003E+15,4.8440223,7.10194E-10
0.06742,1200,-0.52378552,51.067164,-0.000144588,8.76196E+19,-2.30454E-07,4.89769E+15,7.2663034,7.62389E-10
0.06792,300,-0.45325097,43.698174,-3.63568E-05,7.07686E+19,-4.87471E-07,5.22679E+14,1.1699611,6.52376E-10
0.06792,600,-0.46550116,45.354006,-7.7164E-05,7.24734E+19,-4.12388E-07,1.29773E+15,2.792424,6.77096E-10
0.06792,900,-0.49330612,48.498806,-0.000115121,7.91106E+19,-3.08554E-07,2.74866E+15,4.9467916,7.24046E-10
0.06792,1200,-0.5366801,52.093221,-0.000143339,9.01685E+19,-2.20347E-07,5.01368E+15,7.3833767,7.77707E-10
0.06842,300,-0.46423357,44.164834,-3.54155E-05,7.23131E+19,-4.63744E-07,5.36757E+14,1.1912346,6.59343E-10
0.06842,600,-0.47693229,46.099536,-7.62424E-05,7.43466E+19,-3.92668E-07,1.34175E+15,2.8639414,6.88227E-10
0.06842,900,-0.50554958,49.45348,-0.000114138,8.13845E+19,-2.94111E-07,2.82932E+15,5.0502157,7.38298E-10
0.06842,1200,-0.54983401,53.141823,-0.000142112,9.27838E+19,-2.10647E-07,5.13159E+15,7.5001511,7.93362E-10
0.06892,300,-0.47533469,44.647173,-3.45845E-05,7.38655E+19,-4.41638E-07,5.51024E+14,1.2135275,6.66544E-10
0.06892,600,-0.48855337,46.874363,-7.54316E-05,7.62532E+19,-3.73932E-07,1.38746E+15,2.9370008,6.99794E-10
0.06892,900,-0.51803524,50.436742,-0.000113207,8.37185E+19,-2.80289E-07,2.912E+15,5.154102,7.52977E-10
0.06892,1200,-0.56325295,54.213611,-0.000140904,9.54678E+19,-2.01341E-07,5.25139E+15,7.6164782,8.09363E-10
0.06942,300,-0.48655882,45.149526,-3.38611E-05,7.54318E+19,-4.2096E-07,5.65499E+14,1.2370045,6.74044E-10
0.06942,600,-0.50037224,47.682436,-7.47296E-05,7.81982E+19,-3.56103E-07,1.4349E+15,3.0114574,7.11858E-10
0.06942,900,-0.53077048,51.450293,-0.000112325,8.61163E+19,-2.6706E-07,2.99665E+15,5.2582518,7.68109E-10
0.06942,1200,-0.5769428,55.30919,-0.000139713,9.82228E+19,-1.92414E-07,5.37302E+15,7.7322109,8.25719E-10
0.06992,300,-0.49791149,45.676238,-3.32413E-05,7.70182E+19,-4.0154E-07,5.80209E+14,1.2618601,6.81907E-10
0.06992,600,-0.5123977,48.52785,-7.41336E-05,8.01867E+19,-3.39114E-07,1.48408E+15,3.0871437,7.24479E-10
0.06992,900,-0.54376305,52.495796,-0.000111488,8.85817E+19,-2.54395E-07,3.08321E+15,5.3624633,7.83717E-10
0.06992,1200,-0.59090957,56.429123,-0.000138538,1.01051E+20,-1.83851E-07,5.49644E+15,7.8472044,8.42438E-10
0.07042,300,-0.50939934,46.23175,-3.27196E-05,7.86305E+19,-3.83227E-07,5.9519E+14,1.2883153,6.902E-10
0.07042,600,-0.52463963,49.414819,-7.36402E-05,8.22247E+19,-3.22901E-07,1.53501E+15,3.1638686,7.37721E-10
0.07042,900,-0.55702117,53.574856,-0.000110691,9.11188E+19,-2.42268E-07,3.17163E+15,5.4665335,7.99827E-10
0.07042,1200,-0.60515943,57.573921,-0.000137377,1.03955E+20,-1.75639E-07,5.62157E+15,7.961318,8.59529E-10
0.07092,300,-0.52103016,46.820804,-3.2289E-05,8.02735E+19,-3.65892E-07,6.10498E+14,1.31661,6.98994E-10
0.07092,600,-0.53710893,50.347642,-7.32454E-05,8.43183E+19,-3.07408E-07,1.58771E+15,3.2414167,7.51647E-10
0.07092,900,-0.57055341,54.688998,-0.000109932,9.37319E+19,-2.30655E-07,3.26183E+15,5.5702609,8.1646E-10
0.07092,1200,-0.61969864,58.744041,-0.000136228,1.06937E+20,-1.67766E-07,5.74835E+15,8.0744159,8.76998E-10
0.07142,300,-0.53281298,47.448744,-3.19419E-05,8.19511E+19,-3.49428E-07,6.26218E+14,1.3469875,7.08369E-10
0.07142,600,-0.54981763,51.330668,-7.29448E-05,8.64744E+19,-2.92583E-07,1.64218E+15,3.319549,7.66323E-10
0.07142,900,-0.58436871,55.839643,-0.000109204,9.64252E+19,-2.19535E-07,3.35374E+15,5.673449,8.33638E-10
0.07142,1200,-0.63453359,59.939871,-0.000135089,1.1E+20,-1.6022E-07,5.87673E+15,8.186369,8.94851E-10
0.07192,300,-0.54475829,48.121896,-3.16714E-05,8.36655E+19,-3.33746E-07,6.42465E+14,1.3796742,7.18419E-10
0.07192,600,-0.56277881,52.368239,-7.2733E-05,8.87E+19,-2.7838E-07,1.69841E+15,3.3980036,7.81813E-10
0.07192,900,-0.59847638,57.028083,-0.000108504,9.92033E+19,-2.08887E-07,3.44728E+15,5.7759088,8.5138E-10
0.07192,1200,-0.64967075,61.161732,-0.000133958,1.13145E+20,-1.52988E-07,6.00664E+15,8.2970559,9.13092E-10
0.07242,300,-0.55687833,48.847995,-3.1473E-05,8.54183E+19,-3.18778E-07,6.59386E+14,1.4148545,7.29259E-10
0.07242,600,-0.57600665,53.464626,-7.2604E-05,9.1003E+19,-2.64759E-07,1.75638E+15,3.4764994,7.98181E-10
0.07242,900,-0.612886,58.25546,-0.000107826,1.02071E+20,-1.98692E-07,3.54235E+15,5.8774626,8.69704E-10
0.07242,1200,-0.66511665,62.409866,-0.000132833,1.16376E+20,-1.4606E-07,6.13799E+15,8.4063642,9.31726E-10
0.07292,300,-0.56918749,49.636554,-3.13454E-05,8.72102E+19,-3.04466E-07,6.77154E+14,1.4526446,7.41031E-10
0.07292,600,-0.58951637,54.623952,-7.25513E-05,9.33915E+19,-2.51684E-07,1.81607E+15,3.5547399,8.15489E-10
0.07292,900,-0.62760743,59.522738,-0.000107165,1.05033E+20,-1.88931E-07,3.63885E+15,5.977947,8.88623E-10
0.07292,1200,-0.68087789,63.684433,-0.000131713,1.19694E+20,-1.39425E-07,6.27073E+15,8.5141918,9.50754E-10
0.07342,300,-0.58170277,50.499074,-3.12917E-05,8.90427E+19,-2.90763E-07,6.95961E+14,1.4930733,7.53908E-10
0.07342,600,-0.6033242,55.850096,-7.25672E-05,9.58745E+19,-2.39124E-07,1.87742E+15,3.6324198,8.33794E-10
0.07342,900,-0.64265076,60.830684,-0.000106516,1.08094E+20,-1.7959E-07,3.73668E+15,6.0772165,9.0815E-10
0.07342,1200,-0.69696107,64.985503,-0.000130595,1.23102E+20,-1.33071E-07,6.40477E+15,8.6204476,9.70178E-10
0.07392,300,-0.59444431,51.449032,-3.13193E-05,9.09186E+19,-2.77624E-07,7.16001E+14,1.5360708,7.6809E-10
0.07392,600,-0.61744728,57.146587,-7.26434E-05,9.84613E+19,-2.27051E-07,1.94038E+15,3.7092337,8.5315E-10
0.07392,900,-0.65802621,62.179844,-0.000105874,1.11258E+20,-1.70652E-07,3.83573E+15,6.1751467,9.28292E-10
0.07392,1200,-0.71337284,66.313056,-0.000129477,1.26603E+20,-1.2699E-07,6.54006E+15,8.7250525,9.89997E-10
0.07442,300,-0.60743583,52.501649,-3.14396E-05,9.28433E+19,-2.65006E-07,7.37466E+14,1.5814651,7.83805E-10
0.07442,600,-0.63190361,58.516479,-7.27707E-05,1.01162E+20,-2.1544E-07,2.00487E+15,3.784886,8.73601E-10
0.07442,900,-0.67374414,63.570525,-0.000105234,1.14531E+20,-1.62103E-07,3.93587E+15,6.2716371,9.49053E-10
0.07442,1200,-0.7301198,67.666976,-0.000128359,1.30198E+20,-1.21171E-07,6.67652E+15,8.8279401,1.01021E-09
0.07492,300,-0.62070507,53.67354,-3.16664E-05,9.48256E+19,-2.52863E-07,7.6053E+14,1.6289807,8.013E-10
0.07492,600,-0.64671185,59.962215,-7.29387E-05,1.03986E+20,-2.04273E-07,2.07078E+15,3.8591039,8.95184E-10
0.07492,900,-0.68981494,65.002778,-0.00010459,1.17917E+20,-1.5393E-07,4.03701E+15,6.3666141,9.70436E-10
0.07492,1200,-0.74720851,69.047048,-0.000127239,1.33889E+20,-1.15606E-07,6.81408E+15,8.9290572,1.03081E-09
0.07542,300,-0.63428401,54.982327,-3.20155E-05,9.68786E+19,-2.41147E-07,7.85343E+14,1.6782326,8.20839E-10
0.07542,600,-0.66189118,61.485492,-7.31363E-05,1.06946E+20,-1.93532E-07,2.138E+15,3.9316511,9.17926E-10
0.07542,900,-0.70624898,66.476385,-0.000103936,1.21421E+20,-1.4612E-07,4.13901E+15,6.4600331,9.92435E-10
0.07542,1200,-0.76464548,70.452959,-0.000126114,1.37679E+20,-1.10284E-07,6.95268E+15,9.0283639,1.0518E-09
0.07592,300,-0.64820916,56.446273,-3.2502E-05,9.90202E+19,-2.29804E-07,8.1202E+14,1.7287125,8.42694E-10
0.07592,600,-0.67746112,63.087109,-7.33513E-05,1.10052E+20,-1.83204E-07,2.20637E+15,4.0023433,9.41836E-10
0.07592,900,-0.72305654,67.990847,-0.00010327,1.25047E+20,-1.38662E-07,4.24177E+15,6.5518801,1.01505E-09
0.07592,1200,-0.78243711,71.884296,-0.000124985,1.4157E+20,-1.05197E-07,7.09226E+15,9.1258341,1.07317E-09
0.07642,300,-0.66252162,58.083871,-3.31384E-05,1.01274E+20,-2.18779E-07,8.4063E+14,1.7797718,8.67142E-10
